geoid,name,B02001001,"B02001001, Error",B02001002,"B02001002, Error",B02001003,"B02001003, Error",B02001004,"B02001004, Error",B02001005,"B02001005, Error",B02001006,"B02001006, Error",B02001007,"B02001007, Error",B02001008,"B02001008, Error",B02001009,"B02001009, Error",B02001010,"B02001010, Error"
86000US13678,"13678",105,88,105,88,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13679,"13679",1108,226,1060,224,0,13,2,5,16,22,0,13,0,13,30,20,13,15,17,15
86000US13680,"13680",1398,460,1383,462,0,13,0,13,5,8,0,13,0,13,10,15,7,14,3,5
86000US13681,"13681",971,218,928,217,1,3,0,13,0,13,0,13,5,7,37,29,13,17,24,24
86000US13682,"13682",845,193,810,180,0,13,0,13,4,7,0,13,0,13,31,32,12,20,19,25
86000US13683,"13683",66,87,0,13,0,13,66,87,0,13,0,13,0,13,0,13,0,13,0,13
86000US13684,"13684",1172,258,1129,266,17,23,4,4,3,4,0,13,0,13,19,19,0,13,19,19
86000US13685,"13685",2187,249,2009,240,5,9,2,4,10,15,0,13,21,20,140,71,25,22,115,68
86000US13687,"13687",505,147,501,146,0,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13
86000US13690,"13690",773,167,657,127,25,35,0,13,5,6,0,13,8,13,78,57,33,34,45,44
86000US13691,"13691",3123,218,2740,320,0,13,14,20,54,77,0,13,5,9,310,205,22,21,288,206
86000US13692,"13692",216,152,216,152,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13693,"13693",294,123,288,125,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13
86000US13694,"13694",1253,274,1185,241,0,13,3,4,0,13,0,13,0,13,65,57,50,52,15,16
86000US13695,"13695",200,78,200,78,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13696,"13696",174,166,174,166,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13697,"13697",1879,504,1800,489,0,13,0,13,20,29,0,13,0,13,59,62,23,37,36,50
86000US13699,"13699",2021,25,1481,197,179,124,0,13,223,129,0,13,36,29,102,65,16,22,86,53
86000US13730,"13730",2871,186,2759,199,2,3,1,2,36,43,0,13,6,11,67,49,0,13,67,49
86000US13731,"13731",1002,175,926,163,0,13,0,13,16,19,0,13,0,13,60,35,19,18,41,29
86000US13732,"13732",7607,517,7121,564,53,70,0,19,118,82,0,19,71,106,244,126,132,83,112,81
86000US13733,"13733",5049,370,4828,392,40,30,0,19,29,35,0,19,23,28,129,69,0,19,129,69
86000US13734,"13734",2372,547,2330,545,0,13,6,9,0,13,0,13,1,3,35,48,35,48,0,13
86000US13736,"13736",1807,247,1760,246,0,13,0,13,0,13,0,13,29,24,18,15,5,6,13,12
86000US13738,"13738",44,47,44,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13739,"13739",801,186,773,185,0,13,0,13,20,17,0,13,0,13,8,8,0,13,8,8
86000US13740,"13740",560,118,483,108,18,24,2,3,10,13,0,13,5,7,42,41,40,41,2,3
86000US13743,"13743",3394,370,3297,362,0,13,0,13,11,18,0,13,0,13,86,61,2,5,84,60
86000US13744,"13744",1359,405,1337,405,2,3,0,13,0,13,0,13,1,2,19,23,12,20,7,10
86000US13746,"13746",2142,365,1971,339,13,16,1,2,13,18,0,13,20,31,124,110,33,49,91,100
86000US13747,"13747",29,42,29,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13748,"13748",3760,420,3318,529,0,13,0,13,0,13,0,13,338,364,104,118,60,96,44,72
86000US13750,"13750",711,250,694,249,4,7,0,13,0,13,0,13,0,13,13,20,0,13,13,20
86000US13751,"13751",209,187,209,187,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13752,"13752",868,257,844,253,0,13,0,13,0,13,0,13,1,4,23,33,23,33,0,13
86000US13753,"13753",5593,209,5043,229,95,63,0,19,160,56,4,7,91,77,200,88,105,87,95,54
86000US13754,"13754",2656,334,2548,332,15,16,1,2,30,27,0,13,8,10,54,51,22,35,32,34
86000US13755,"13755",888,213,862,213,0,13,10,15,0,13,0,13,0,13,16,17,0,13,16,17
86000US13756,"13756",694,208,680,199,7,10,0,13,6,11,0,13,0,13,1,6,0,13,1,6
86000US13757,"13757",1274,266,1269,266,0,13,0,13,0,13,0,13,0,13,5,6,0,13,5,6
86000US13760,"13760",43240,781,37951,1009,1728,521,113,102,843,263,0,28,344,216,2261,567,1049,331,1212,441
86000US13774,"13774",148,125,127,133,0,13,0,13,0,13,0,13,0,13,21,30,0,13,21,30
86000US13775,"13775",1806,274,1688,256,6,8,0,13,3,5,0,13,9,10,100,91,85,91,15,12
86000US13776,"13776",404,103,379,101,0,13,0,13,5,7,0,13,0,13,20,15,4,7,16,14
86000US13777,"13777",396,184,396,184,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13778,"13778",5349,392,5070,368,23,25,1,2,23,18,0,19,73,61,159,76,42,59,117,58
86000US13780,"13780",862,222,858,222,0,13,0,13,0,13,0,13,0,13,4,8,4,8,0,13
86000US13782,"13782",730,244,717,247,1,2,1,2,7,11,0,13,1,2,3,4,3,4,0,13
86000US13783,"13783",2331,329,2118,324,99,107,0,13,3,9,0,13,63,71,48,46,29,41,19,22
86000US13784,"13784",294,154,294,154,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13786,"13786",366,144,317,136,7,11,0,13,8,12,0,13,0,13,34,49,0,13,34,49
86000US13787,"13787",3067,636,2905,649,4,10,0,13,8,14,0,13,84,92,66,75,21,28,45,70
86000US13788,"13788",959,170,855,161,31,28,0,13,12,11,0,13,5,6,56,37,35,31,21,18
86000US13790,"13790",18584,580,14359,803,1050,434,28,28,1521,320,0,21,353,245,1273,465,304,155,969,433
86000US13795,"13795",2954,450,2398,432,94,93,0,13,143,133,0,13,233,294,86,57,9,16,77,56
86000US13796,"13796",996,221,907,214,24,37,1,3,0,13,10,17,20,30,34,31,13,18,21,25
86000US13797,"13797",2061,279,1982,262,4,6,0,13,0,13,8,15,0,13,67,58,45,56,22,21
86000US13801,"13801",1496,225,1433,226,5,6,0,13,18,24,5,7,6,9,29,23,20,23,9,6
86000US13802,"13802",1079,526,1070,527,0,13,0,13,0,13,0,13,0,13,9,17,9,17,0,13
86000US13803,"13803",4278,406,4134,383,5,8,3,4,7,9,0,13,3,5,126,85,79,75,47,34
86000US13804,"13804",190,63,189,64,0,13,0,13,0,13,0,13,0,13,1,2,0,13,1,2
86000US13806,"13806",222,82,150,72,0,13,0,13,25,26,0,13,9,12,38,29,3,4,35,28
86000US13807,"13807",1296,325,1242,310,11,17,0,13,12,19,0,13,0,13,31,36,20,30,11,19
86000US13808,"13808",1379,292,1332,285,3,4,8,13,0,13,0,13,0,13,36,41,23,38,13,12
86000US13809,"13809",1964,388,1870,363,0,13,0,13,0,13,0,13,0,13,94,88,9,14,85,88
86000US13810,"13810",1260,272,1163,275,8,14,0,13,1,4,0,13,2,3,86,83,33,41,53,59
86000US13811,"13811",4120,273,3828,257,20,36,55,49,66,59,9,19,0,13,142,96,106,93,36,29
86000US13812,"13812",2293,261,2247,264,0,13,0,13,0,13,0,13,0,13,46,31,33,22,13,18
86000US13813,"13813",1131,806,1120,805,11,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13814,"13814",18,20,11,12,0,13,0,13,0,13,0,13,0,13,7,10,7,10,0,13
86000US13815,"13815",12925,288,11692,387,223,94,10,15,78,56,0,21,416,179,506,143,105,53,401,130
86000US13820,"13820",22500,534,19428,582,1026,196,54,47,494,166,73,88,409,160,1016,195,532,134,484,149
86000US13825,"13825",3058,231,2743,212,15,25,0,13,120,91,0,13,7,14,173,92,48,49,125,78
86000US13826,"13826",91,67,78,58,0,13,0,13,0,13,0,13,0,13,13,14,0,13,13,14
86000US13827,"13827",11770,731,11153,728,139,86,4,8,119,90,0,21,119,93,236,101,112,75,124,82
86000US13830,"13830",4933,296,4773,324,34,35,0,13,4,8,0,13,40,57,82,61,44,47,38,26
86000US13832,"13832",449,132,446,132,0,13,0,13,0,13,0,13,3,5,0,13,0,13,0,13
86000US13833,"13833",4297,587,4066,637,0,13,8,15,56,72,0,13,0,13,167,180,14,24,153,181
86000US13834,"13834",118,99,118,99,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13835,"13835",1301,240,1268,241,0,13,0,13,9,12,0,13,0,13,24,20,6,7,18,19
86000US13838,"13838",3984,355,3710,393,98,101,0,13,0,13,0,13,0,13,176,111,41,46,135,95
86000US13839,"13839",1319,437,1219,412,0,13,0,13,0,13,0,13,0,13,100,99,49,61,51,60
86000US13841,"13841",483,155,439,144,10,15,0,13,16,23,0,13,0,13,18,26,2,4,16,25
86000US13842,"13842",610,204,500,210,40,57,25,36,8,11,0,13,10,22,27,37,0,13,27,37
86000US13843,"13843",2094,334,2008,337,6,12,0,13,3,5,0,13,24,34,53,58,0,13,53,58
86000US13844,"13844",638,175,630,176,0,13,0,13,0,13,0,13,0,13,8,10,6,9,2,4
86000US13846,"13846",369,135,366,135,3,5,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13847,"13847",17,17,17,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13849,"13849",4424,514,4210,525,27,41,2,3,65,86,0,13,0,13,120,44,24,23,96,41
86000US13850,"13850",23544,93,18648,701,658,393,31,51,3239,568,0,25,374,230,594,260,414,235,180,124
86000US13856,"13856",6063,335,5721,385,93,129,0,19,13,28,0,19,2,8,234,127,116,107,118,74
86000US13859,"13859",101,87,78,64,0,13,0,13,0,13,0,13,0,13,23,29,0,13,23,29
86000US13860,"13860",228,204,228,204,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13861,"13861",454,202,407,210,0,13,40,49,0,13,0,13,0,13,7,13,0,13,7,13
86000US13862,"13862",3702,270,3561,236,47,57,0,13,0,13,0,13,0,13,94,85,10,12,84,85
86000US13863,"13863",473,112,448,110,2,4,0,13,16,26,0,13,0,13,7,7,0,13,7,7
86000US13864,"13864",1148,338,839,273,41,46,0,13,0,13,0,13,259,258,9,16,0,13,9,16
86000US13865,"13865",6000,256,5702,319,85,84,0,19,9,14,0,19,4,10,200,186,33,40,167,180
86000US13901,"13901",19979,963,16273,853,1433,384,46,25,296,154,0,21,528,338,1403,366,219,105,1184,355
86000US13902,"13902",6405,75,5364,257,83,43,0,19,848,224,0,19,78,43,32,28,14,20,18,20
86000US13903,"13903",18483,955,14671,837,1897,422,10,11,137,67,46,77,484,381,1238,384,270,144,968,346
86000US13904,"13904",9499,876,7334,724,1188,548,0,19,275,188,0,19,281,143,421,241,153,154,268,162
86000US13905,"13905",27673,1183,20294,1124,2671,637,75,68,2374,533,24,31,488,257,1747,558,567,226,1180,476
86000US14001,"14001",9199,419,8844,439,59,58,43,46,49,44,19,33,16,26,169,91,61,62,108,87
86000US14004,"14004",11658,497,10654,585,691,308,16,19,98,121,0,21,54,32,145,113,12,18,133,111
86000US14005,"14005",2085,506,1918,465,2,5,1,4,0,13,0,13,33,43,131,83,2,3,129,83
86000US14006,"14006",9402,665,8918,631,193,116,12,14,112,88,0,19,6,10,161,98,25,39,136,78
86000US14008,"14008",1594,468,1294,392,64,82,0,13,7,12,0,13,80,112,149,141,12,18,137,137
86000US14009,"14009",5477,294,5207,310,2,4,0,19,114,63,0,19,0,19,154,94,85,73,69,74
86000US14011,"14011",7711,387,5925,376,1086,157,35,43,72,57,0,19,441,126,152,87,53,49,99,66
86000US14012,"14012",3020,270,2539,328,224,220,84,61,34,44,0,13,5,9,134,93,78,77,56,39
86000US14013,"14013",1744,270,1246,216,20,26,241,45,19,37,0,13,0,13,218,125,44,30,174,116
86000US14020,"14020",22442,486,19896,527,790,181,8,10,242,112,0,25,320,140,1186,310,403,228,783,197
86000US14024,"14024",1637,282,1519,242,63,121,0,13,17,19,0,13,0,13,38,33,23,32,15,16
86000US14025,"14025",3754,611,3476,582,9,12,0,13,78,96,0,13,114,182,77,62,65,61,12,16
86000US14026,"14026",506,255,506,255,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14027,"14027",34,32,30,30,0,13,0,13,0,13,0,13,0,13,4,7,0,13,4,7
86000US14028,"14028",1556,300,1550,296,4,8,0,13,0,13,0,13,2,7,0,13,0,13,0,13
86000US14029,"14029",31,22,31,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14030,"14030",2045,306,1936,302,12,15,32,32,28,45,0,13,0,13,37,35,0,13,37,35
86000US14031,"14031",9685,932,8836,870,51,50,0,19,12,17,0,19,263,373,523,306,347,266,176,206
86000US14032,"14032",10572,1043,9989,1052,43,48,12,17,156,122,0,21,12,21,360,228,134,156,226,155
86000US14033,"14033",1460,327,1455,325,0,13,0,13,0,13,0,13,0,13,5,9,5,9,0,13
86000US14034,"14034",2513,393,2031,394,317,59,26,26,41,61,0,13,72,24,26,29,8,18,18,28
86000US14035,"14035",61,59,61,59,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14036,"14036",5406,712,5248,700,78,89,0,19,0,19,0,19,28,51,52,42,19,29,33,34
86000US14037,"14037",963,261,844,242,0,13,0,13,0,13,0,13,0,13,119,134,105,135,14,21
86000US14039,"14039",70,25,62,29,0,13,0,13,0,13,0,13,0,13,8,13,8,13,0,13
86000US14040,"14040",1799,352,1799,352,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14041,"14041",132,57,113,54,0,13,0,13,3,5,0,13,0,13,16,18,3,4,13,17
86000US14042,"14042",4403,365,4135,348,19,22,0,13,0,13,0,13,122,124,127,75,39,42,88,68
86000US14043,"14043",24936,1175,22856,1264,695,322,36,44,357,201,0,25,219,158,773,326,226,150,547,293
86000US14047,"14047",6147,625,5908,620,35,33,0,19,0,19,0,19,53,56,151,80,70,53,81,63
86000US14048,"14048",14859,337,10622,581,1185,338,84,73,17,21,8,13,1370,392,1573,408,789,340,784,285
86000US14051,"14051",19747,1347,16573,1285,416,208,20,23,1816,730,0,21,138,197,784,326,439,205,345,258
86000US14052,"14052",17694,787,17061,802,57,47,0,21,83,56,24,33,37,39,432,217,265,186,167,102
86000US14054,"14054",1356,234,1224,223,23,13,1,4,0,13,0,13,49,70,59,38,30,30,29,28
86000US14055,"14055",1455,342,1450,342,0,13,0,13,0,13,0,13,5,7,0,13,0,13,0,13
86000US14056,"14056",194,158,194,158,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14057,"14057",7688,287,7380,318,25,55,6,9,77,82,0,19,111,68,89,69,3,20,86,61
86000US14058,"14058",2408,450,2078,418,3,3,1,4,0,13,0,13,96,73,230,151,137,132,93,73
86000US14059,"14059",9629,545,9426,555,5,7,21,31,50,51,0,19,18,29,109,92,27,46,82,81
86000US14060,"14060",356,102,320,87,0,13,1,3,0,13,0,13,0,13,35,43,6,12,29,41
86000US14061,"14061",93,55,81,56,0,13,6,9,0,13,0,13,0,13,6,10,6,10,0,13
86000US14062,"14062",3251,384,3101,372,0,13,2,3,28,31,7,11,0,13,113,94,50,67,63,60
86000US14063,"14063",13123,409,11235,514,563,150,45,36,247,99,18,24,561,293,454,152,151,95,303,132
86000US14065,"14065",1747,339,1686,337,0,13,1,3,7,10,0,13,0,13,53,38,13,18,40,33
86000US14066,"14066",1093,181,1063,177,0,13,0,13,10,14,0,13,3,4,17,18,0,13,17,18
86000US14067,"14067",4028,538,3866,541,132,131,0,13,0,13,0,13,14,22,16,28,16,28,0,13
86000US14068,"14068",7990,895,6422,644,362,384,0,19,563,347,0,19,82,123,561,393,269,238,292,325
86000US14069,"14069",630,229,588,231,2,5,0,13,0,13,0,13,2,5,38,47,38,47,0,13
86000US14070,"14070",6186,612,5254,645,57,38,571,163,15,22,0,19,61,61,228,122,68,51,160,108
86000US14072,"14072",21416,25,19516,531,490,229,13,15,420,205,0,25,152,110,825,362,442,279,383,270
86000US14075,"14075",44610,1066,42314,1225,496,229,106,89,198,132,17,20,195,134,1284,402,588,260,696,278
86000US14080,"14080",4215,209,4056,198,34,46,0,13,0,13,0,13,0,13,125,77,39,43,86,63
86000US14081,"14081",2910,333,1883,292,37,33,575,147,87,82,0,13,14,28,314,152,28,32,286,147
86000US14082,"14082",671,246,602,231,23,31,1,2,0,13,0,13,0,13,45,61,0,13,45,61
86000US14083,"14083",10,15,10,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14085,"14085",8298,949,7832,877,62,69,0,19,36,35,0,19,26,41,342,231,93,86,249,215
86000US14086,"14086",35121,687,33553,802,513,468,15,26,248,116,0,28,224,161,568,225,298,188,270,123
86000US14091,"14091",1600,442,962,313,50,53,305,171,6,11,0,13,0,13,277,258,161,214,116,162
86000US14092,"14092",10522,552,9620,541,80,66,130,49,113,107,0,21,5,11,574,215,107,78,467,200
86000US14094,"14094",50302,1214,43126,1427,3176,691,91,83,356,185,0,31,464,287,3089,618,926,388,2163,487
86000US14098,"14098",3146,249,2988,251,24,30,0,13,0,13,0,13,75,80,59,50,29,41,30,28
86000US14101,"14101",1843,340,1725,328,0,13,4,12,0,13,0,13,4,11,110,95,41,38,69,90
86000US14102,"14102",1488,464,1418,449,0,13,0,13,0,13,0,13,0,13,70,81,44,67,26,41
86000US14103,"14103",10783,274,9061,473,452,217,37,31,171,77,0,21,585,333,477,186,183,111,294,147
86000US14105,"14105",5128,686,4993,677,19,19,13,24,3,4,0,19,6,10,94,75,9,12,85,73
86000US14108,"14108",5263,708,5018,692,27,34,69,70,9,18,0,19,19,27,121,119,23,38,98,116
86000US14109,"14109",1218,81,719,180,184,147,13,19,45,31,0,13,132,87,125,75,13,19,112,79
86000US14111,"14111",3150,331,3022,330,18,24,10,15,4,7,0,13,30,35,66,53,56,51,10,16
86000US14112,"14112",54,67,54,67,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14113,"14113",686,188,683,189,0,13,0,13,0,13,0,13,0,13,3,2,2,2,1,3
86000US14120,"14120",44414,1123,41517,1174,982,359,25,27,343,142,13,22,172,106,1362,301,544,190,818,252
86000US14125,"14125",3580,141,3305,168,56,30,12,13,0,13,0,13,65,68,142,82,87,72,55,37
86000US14126,"14126",456,304,456,304,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14127,"14127",30652,713,28294,1025,454,237,95,114,59,56,17,22,779,736,954,369,580,334,374,196
86000US14129,"14129",1300,255,997,215,15,25,117,71,9,10,0,13,61,66,101,72,63,65,38,36
86000US14130,"14130",112,69,105,67,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14131,"14131",5182,768,4855,747,86,81,0,19,0,19,0,19,21,25,220,209,155,177,65,72
86000US14132,"14132",6689,1353,6025,1361,18,12,145,83,317,170,0,19,12,26,172,119,58,71,114,94
86000US14134,"14134",72,47,72,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14135,"14135",141,118,141,118,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14136,"14136",5122,435,4865,442,16,22,31,35,0,19,0,19,3,6,207,93,127,75,80,76
86000US14138,"14138",1864,364,1672,268,18,28,0,13,0,13,0,13,157,217,17,24,2,3,15,23
86000US14139,"14139",2074,319,1982,331,23,25,0,13,0,13,0,13,24,26,45,63,37,62,8,14
86000US14141,"14141",7492,441,7293,438,39,32,5,7,20,35,0,19,25,25,110,92,88,91,22,25
86000US14143,"14143",1058,292,854,254,32,39,0,13,0,13,0,13,0,13,172,122,50,50,122,112
86000US14145,"14145",1206,255,1112,254,0,13,0,13,0,13,0,13,94,114,0,13,0,13,0,13
86000US14150,"14150",41456,1364,36744,1306,1856,611,29,27,818,300,0,28,291,183,1718,532,668,384,1050,398
86000US14166,"14166",231,185,231,185,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14167,"14167",1866,283,1747,272,37,43,0,13,5,9,0,13,0,13,77,70,34,39,43,58
86000US14168,"14168",77,71,77,71,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14169,"14169",80,70,80,70,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14170,"14170",2223,454,2064,461,0,13,0,13,0,13,0,13,0,13,159,169,138,164,21,37
86000US14171,"14171",1605,268,1414,232,13,17,23,18,0,13,0,13,0,13,155,92,55,40,100,83
86000US14172,"14172",3091,368,2861,400,6,10,1,3,0,13,0,13,10,12,213,185,165,191,48,38
86000US14173,"14173",188,163,151,120,0,13,0,13,0,13,0,13,0,13,37,53,37,53,0,13
86000US14174,"14174",5698,487,5400,483,31,45,45,36,80,86,0,19,0,19,142,84,118,81,24,28
86000US14201,"14201",12623,1052,5662,630,2613,703,89,85,297,160,0,21,2573,602,1389,487,746,472,643,200
86000US14202,"14202",3664,570,2081,204,966,560,34,32,63,30,0,13,353,172,167,67,140,66,27,18
86000US14203,"14203",2390,413,859,179,1028,267,14,25,192,146,0,13,142,134,155,70,113,61,42,36
86000US14204,"14204",7666,787,2083,424,4672,755,6,11,15,16,0,19,570,247,320,239,113,153,207,147
86000US14206,"14206",21726,1347,15583,1034,2672,522,121,91,801,384,4,8,1503,646,1042,330,344,254,698,224
86000US14207,"14207",25699,1706,11503,1219,4319,822,82,51,3575,832,0,25,2513,663,3707,985,1913,878,1794,794
86000US14208,"14208",11820,1233,2016,381,8641,1170,13,14,481,340,4,9,110,86,555,305,69,50,486,297
86000US14209,"14209",8677,948,4806,610,2983,744,110,61,307,154,0,19,170,114,301,118,128,81,173,82
86000US14210,"14210",15382,1482,12709,1353,1170,573,58,41,158,112,0,21,303,227,984,398,316,196,668,308
86000US14211,"14211",24143,1727,3175,562,14645,1479,112,60,4001,902,0,25,896,354,1314,427,500,273,814,349
86000US14212,"14212",13295,1366,5172,891,4140,1001,47,44,2719,745,0,21,459,283,758,286,394,258,364,144
86000US14213,"14213",23980,1861,11615,1081,4570,1025,177,73,3447,837,0,25,2030,553,2141,508,883,325,1258,367
86000US14214,"14214",22113,1575,10383,990,7354,1265,76,58,2574,560,0,25,500,261,1226,525,206,109,1020,498
86000US14215,"14215",42368,1993,6805,1221,29921,1695,48,52,2177,738,13,25,1055,476,2349,746,352,193,1997,730
86000US14216,"14216",24009,1350,17326,1241,3789,690,133,88,299,147,4,7,1235,531,1223,327,451,241,772,260
86000US14217,"14217",22921,661,19424,965,1365,462,96,78,245,137,0,25,249,195,1542,576,389,156,1153,561
86000US14218,"14218",20936,487,15894,910,3149,831,65,48,132,124,0,25,551,194,1145,369,451,229,694,297
86000US14219,"14219",10854,774,9868,744,92,51,24,34,137,173,11,21,231,195,491,239,170,179,321,148
86000US14220,"14220",23926,1484,20423,1205,917,625,61,77,414,493,10,19,972,387,1129,398,616,284,513,248
86000US14221,"14221",55228,1859,47331,1882,911,350,60,49,4310,683,0,31,665,373,1951,456,664,233,1287,417
86000US14222,"14222",15744,1378,12053,1278,1779,378,71,77,447,155,0,21,494,216,900,440,368,275,532,272
86000US14223,"14223",22482,1360,19182,1539,1156,455,13,17,1112,549,0,25,98,149,921,328,317,198,604,280
86000US14224,"14224",40745,597,38393,781,800,388,30,29,185,99,16,25,313,175,1008,363,401,188,607,272
86000US14225,"14225",34063,1117,25598,1165,4381,853,106,118,958,399,23,27,720,301,2277,597,566,263,1711,540
86000US14226,"14226",29273,1344,22202,1372,2825,769,158,141,1851,523,12,21,344,251,1881,779,491,269,1390,702
86000US14227,"14227",21329,1042,18607,1218,1899,568,21,29,477,262,0,25,16,21,309,145,140,95,169,117
86000US14228,"14228",25038,1610,18418,1597,1920,607,128,105,3516,694,6,10,70,73,980,510,257,198,723,446
86000US14260,"14260",812,193,479,139,156,97,5,10,110,60,0,13,33,28,29,27,16,24,13,13
86000US14261,"14261",4818,206,2551,306,894,250,63,82,768,168,5,10,135,86,402,127,98,71,304,116
86000US14301,"14301",12151,976,7319,785,2911,651,70,52,270,234,0,21,324,207,1257,409,181,102,1076,400
86000US14302,"14302",206,117,73,30,107,116,0,13,4,6,0,13,0,13,22,33,22,33,0,13
86000US14303,"14303",6159,766,3433,410,1056,322,96,85,238,178,12,19,229,212,1095,467,88,115,1007,431
86000US14304,"14304",28582,1345,25455,1423,689,267,200,122,557,193,20,33,374,167,1287,515,533,392,754,294
86000US14305,"14305",16605,1012,9719,756,4263,634,293,156,119,89,0,21,392,207,1819,478,496,243,1323,403
86000US14411,"14411",12608,354,10599,549,1380,299,3,5,57,40,0,21,127,61,442,282,161,142,281,242
86000US14413,"14413",174,122,101,122,0,13,0,13,0,13,0,13,32,44,41,53,41,53,0,13
86000US14414,"14414",6783,313,6413,326,42,25,14,21,47,70,0,19,26,43,241,121,79,83,162,93
86000US14415,"14415",127,95,127,95,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14416,"14416",3800,214,3642,244,21,41,1,2,44,59,0,13,32,36,60,41,15,18,45,35
86000US14418,"14418",1103,189,942,163,2,3,0,13,157,140,0,13,0,13,2,4,0,13,2,4
86000US14420,"14420",19945,357,17175,714,1014,293,34,45,428,192,14,21,619,565,661,246,280,174,381,191
86000US14422,"14422",1763,280,1546,261,37,32,0,13,0,13,0,13,23,38,157,80,53,43,104,68
86000US14423,"14423",4906,293,4311,343,110,86,0,13,74,80,0,13,125,120,286,140,155,104,131,83
86000US14424,"14424",28582,532,26466,606,373,119,11,17,198,106,0,25,441,209,1093,360,435,195,658,267
86000US14425,"14425",13201,328,11849,528,335,191,0,21,203,101,0,21,13,20,801,276,369,198,432,197
86000US14427,"14427",1721,237,1601,226,12,15,8,13,0,13,0,13,20,20,80,49,24,21,56,44
86000US14428,"14428",7297,408,6820,436,97,61,3,6,51,52,0,19,95,121,231,122,89,77,142,94
86000US14432,"14432",5520,610,5009,654,29,23,0,19,13,22,0,19,21,46,448,352,119,95,329,338
86000US14433,"14433",4265,313,4072,313,67,45,5,7,0,13,0,13,42,42,79,55,19,21,60,48
86000US14435,"14435",2296,290,2125,259,1,3,0,13,0,13,0,13,7,12,163,110,83,78,80,82
86000US14437,"14437",9168,385,8789,435,105,79,1,2,29,32,0,19,166,209,78,57,47,49,31,32
86000US14441,"14441",431,157,408,155,8,16,0,13,4,6,0,13,5,9,6,10,0,13,6,10
86000US14445,"14445",7689,458,6814,394,409,346,32,44,59,42,14,24,132,86,229,112,135,87,94,51
86000US14450,"14450",43082,1136,38909,1343,789,403,17,22,957,326,10,17,214,143,2186,711,1174,615,1012,370
86000US14453,"14453",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US14454,"14454",11058,367,9902,396,292,102,0,21,275,148,0,21,186,68,403,205,242,142,161,140
86000US14456,"14456",19796,586,16189,652,1208,243,39,32,498,187,0,21,559,189,1303,263,596,176,707,190
86000US14462,"14462",803,212,707,192,0,13,0,13,0,13,0,13,0,13,96,79,76,79,20,23
86000US14463,"14463",302,149,297,149,0,13,5,8,0,13,0,13,0,13,0,13,0,13,0,13
86000US14464,"14464",6656,482,6415,490,54,38,0,19,0,19,0,19,14,23,173,95,62,54,111,83
86000US14466,"14466",1697,414,1671,410,0,13,0,13,0,13,0,13,10,20,16,39,16,39,0,13
86000US14467,"14467",10381,1151,7978,988,937,435,2,6,898,407,0,21,60,68,506,262,122,133,384,251
86000US14468,"14468",18866,1183,17261,1256,357,198,16,21,33,39,0,21,225,232,974,368,748,374,226,145
86000US14469,"14469",5937,496,5810,494,12,16,9,16,2,5,0,19,1,5,103,58,40,40,63,45
86000US14470,"14470",7654,266,7048,328,145,101,11,11,41,43,0,19,74,113,335,136,165,100,170,84
86000US14471,"14471",2735,276,2513,285,178,175,0,13,0,13,0,13,17,28,27,24,0,13,27,24
